time,lane_exit_A,lane_exit_C,lane_exit_E
12938,23.7,15.59,13.84
12939,23.7,15.59,13.84
12940,23.7,15.59,13.84
12941,23.7,15.59,13.84
12942,23.7,15.59,13.84
12943,23.7,15.59,13.84
12944,23.7,15.59,13.84
12945,23.7,15.59,13.84
12946,23.7,15.59,13.84
12947,23.7,15.59,13.84
12948,23.7,15.59,13.84
12949,23.7,15.59,13.84
12950,23.7,15.59,13.84
12951,23.7,15.59,13.84
12952,23.7,15.59,13.84
12953,23.7,15.59,13.84
12954,23.7,15.59,13.84
12955,23.7,15.59,13.84
12956,23.7,15.59,13.84
12957,23.7,15.59,13.84
12958,23.7,15.59,13.84
12959,23.7,15.59,13.84
12960,23.7,15.59,13.84
12961,23.7,15.59,13.84
12962,23.7,15.59,13.84
12963,23.7,15.59,13.84
12964,23.7,15.59,13.84
12965,23.7,15.59,13.84
12966,23.7,15.59,13.84
12967,23.7,15.59,13.84
12968,23.7,15.59,13.84
12969,23.7,15.59,13.84
12970,23.7,15.59,13.84
12971,23.7,15.59,13.84
12972,23.7,15.59,13.84
12973,23.7,15.59,13.84
12974,23.7,15.59,13.84
12975,23.7,15.59,13.84
12976,23.7,15.59,13.84
12977,23.7,15.59,13.84
12978,23.7,15.59,13.84
12979,23.7,15.59,13.84
12980,23.7,15.59,13.84
12981,23.7,15.59,13.84
12982,23.7,15.59,13.84
12983,23.7,15.59,13.84
12984,23.7,15.59,13.84
12985,23.7,15.59,13.84
12986,23.7,15.59,13.84
12987,23.7,15.59,13.84
12988,23.7,15.59,13.84
12989,23.7,15.59,13.84
12990,23.7,15.59,13.84
12991,23.7,15.59,13.84
12992,23.7,15.59,13.84
12993,23.7,15.59,13.84
12994,23.7,15.59,13.84
12995,23.7,15.59,13.84
12996,23.7,15.59,13.84
12997,23.7,15.59,13.84
12998,23.7,15.59,13.84
12999,23.7,15.59,13.84
13000,23.7,15.59,13.84
13001,23.7,15.59,13.84
13002,23.7,15.59,13.84
13003,23.7,15.59,13.84
13004,23.7,15.59,13.84
13005,23.7,15.59,13.84
13006,23.7,15.59,13.84
13007,23.7,15.59,13.84
13008,23.7,15.59,13.84
13009,23.7,15.59,13.84
13010,23.7,15.59,13.84
13011,23.7,15.59,13.84
13012,23.7,15.59,13.84
13013,23.7,15.59,13.84
13014,23.7,15.59,13.84
13015,23.7,15.59,13.84
13016,23.7,15.59,13.84
13017,23.7,15.59,13.84
13018,23.7,15.59,13.84
13019,23.7,15.59,13.84
13020,23.7,15.59,13.84
13021,23.7,15.59,13.84
13022,23.7,15.59,13.84
13023,23.7,15.59,13.84
13024,23.7,15.59,13.84
13025,23.7,15.59,13.84
13026,23.7,15.59,13.84
13027,23.7,15.59,13.84
13028,23.7,15.59,13.84
13029,23.7,15.59,13.84
13030,23.7,15.59,13.84
13031,23.7,15.59,13.84
13032,23.7,15.59,13.84
13033,23.7,15.59,13.84
13034,23.7,15.59,13.84
13035,23.7,15.59,13.84
13036,23.7,15.59,13.84
13037,23.7,15.59,13.84
13038,23.7,15.59,13.84
13039,23.7,15.59,13.84
13040,23.7,15.59,13.84
13041,23.7,15.59,13.84
13042,23.7,15.59,13.84
13043,23.7,15.59,13.84
13044,23.7,15.59,13.84
13045,23.7,15.59,13.84
13046,23.7,15.59,13.84
13047,23.7,15.59,13.84
13048,23.7,15.59,13.84
13049,23.7,15.59,13.84
13050,23.7,15.59,13.84
13051,23.7,15.59,13.84
13052,23.7,15.59,13.84
13053,23.7,15.59,13.84
13054,23.7,15.59,13.84
13055,23.7,15.59,13.84
13056,23.7,15.59,13.84
13057,23.7,15.59,13.84
13058,23.7,15.59,13.84
13059,23.7,15.59,13.84
13060,23.7,15.59,13.84
13061,23.7,15.59,13.84
13062,23.7,15.59,13.84
13063,23.7,15.59,13.84
13064,23.7,15.59,13.84
13065,23.7,15.59,13.84
13066,23.7,15.59,13.84
13067,23.7,15.59,13.84
13068,23.7,15.59,13.84
13069,23.7,15.59,13.84
13070,23.7,15.59,13.84
13071,23.7,15.59,13.84
13072,23.7,15.59,13.84
13073,23.7,15.59,13.84
13074,23.7,15.59,13.84
13075,23.7,15.59,13.84
13076,23.7,15.59,13.84
13077,23.7,15.59,13.84
13078,23.7,15.59,13.84
13079,23.7,15.59,13.84
13080,23.7,15.59,13.84
13081,23.7,15.59,13.84
13082,23.7,15.59,13.84
13083,23.7,15.59,13.84
13084,23.7,15.59,13.84
13085,23.7,15.59,13.84
13086,23.7,15.59,13.84
13087,23.7,15.59,13.84
13088,23.7,15.59,13.84
13089,23.7,15.59,13.84
13090,23.7,15.59,13.84
13091,23.7,15.59,13.84
13092,23.7,15.59,13.84
13093,23.7,15.59,13.84
13094,23.7,15.59,13.84
13095,23.7,15.59,13.84
13096,23.7,15.59,13.84
13097,23.7,15.59,13.84
13098,23.7,15.59,13.84
13099,23.7,15.59,13.84
13100,23.7,15.59,13.84
13101,23.7,15.59,13.84
13102,23.7,15.59,13.84
13103,23.7,15.59,13.84
13104,23.7,15.59,13.84
13105,23.7,15.59,13.84
13106,23.7,15.59,13.84
13107,23.7,15.59,13.84
13108,23.7,15.59,13.84
13109,23.7,15.59,13.84
13110,23.7,15.59,13.84
13111,23.7,15.59,13.84
13112,23.7,15.59,13.84
13113,23.7,15.59,13.84
13114,23.7,15.59,13.84
13115,23.7,15.59,13.84
13116,23.7,15.59,13.84
13117,23.7,15.59,13.84
13118,23.7,15.59,13.84
13119,23.7,15.59,13.84
13120,23.7,15.59,13.84
13121,23.7,15.59,13.84
13122,23.7,15.59,13.84
13123,23.7,15.59,13.84
13124,23.7,15.59,13.84
13125,23.7,15.59,13.84
13126,23.7,15.59,13.84
13127,23.7,15.59,13.84
13128,23.7,15.59,13.84
13129,23.7,15.59,13.84
13130,23.7,15.59,13.84
13131,23.7,15.59,13.84
13132,23.7,15.59,13.84
13133,23.7,15.59,13.84
13134,23.7,15.59,13.84
13135,23.7,15.59,13.84
13136,23.7,15.59,13.84
13137,23.7,15.59,13.84
13138,23.7,15.59,13.84
13139,23.7,15.59,13.84
13140,23.7,15.59,13.84
13141,23.7,15.59,13.84
13142,23.7,15.59,13.84
13143,23.7,15.59,13.84
13144,23.7,15.59,13.84
13145,23.7,15.59,13.84
13146,23.7,15.59,13.84
13147,23.7,15.59,13.84
13148,23.7,15.59,13.84
13149,23.7,15.59,13.84
13150,23.7,15.59,13.84
13151,23.7,15.59,13.84
13152,23.7,15.59,13.84
13153,23.7,15.59,13.84
13154,23.7,15.59,13.84
13155,23.7,15.59,13.84
13156,23.7,15.59,13.84
13157,23.7,15.59,13.84
13158,23.7,15.59,13.84
13159,23.7,15.59,13.84
13160,23.7,15.59,13.84
13161,23.7,15.59,13.84
13162,23.7,15.59,13.84
13163,23.7,15.59,13.84
13164,23.7,15.59,13.84
13165,23.7,15.59,13.84
13166,23.7,15.59,13.84
13167,23.7,15.59,13.84
13168,23.7,15.59,13.84
13169,23.7,15.59,13.84
13170,23.7,15.59,13.84
13171,23.7,15.59,13.84
13172,23.7,15.59,13.84
13173,23.7,15.59,13.84
13174,23.7,15.59,13.84
13175,23.7,15.59,13.84
13176,23.7,15.59,13.84
13177,23.7,15.59,13.84
13178,23.7,15.59,13.84
13179,23.7,15.59,13.84
13180,23.7,15.59,13.84
13181,23.7,15.59,13.84
13182,23.7,15.59,13.84
13183,23.7,15.59,13.84
13184,23.7,15.59,13.84
13185,23.7,15.59,13.84
13186,23.7,15.59,13.84
13187,23.7,15.59,13.84
13188,23.7,15.59,13.84
13189,23.7,15.59,13.84
13190,23.7,15.59,13.84
13191,23.7,15.59,13.84
13192,23.7,15.59,13.84
13193,23.7,15.59,13.84
13194,23.7,15.59,13.84
13195,23.7,15.59,13.84
13196,23.7,15.59,13.84
13197,23.7,15.59,13.84
13198,23.7,15.59,13.84
13199,23.7,15.59,13.84
13200,23.7,15.59,13.84
13201,23.7,15.59,13.84
13202,23.7,15.59,13.84
13203,23.7,15.59,13.84
13204,23.7,15.59,13.84
13205,23.7,15.59,13.84
13206,23.7,15.59,13.84
13207,23.7,15.59,13.84
13208,23.7,15.59,13.84
13209,23.7,15.59,13.84
13210,23.7,15.59,13.84
13211,23.7,15.59,13.84
13212,23.7,15.59,13.84
13213,23.7,15.59,13.84
13214,23.7,15.59,13.84
13215,23.7,15.59,13.84
13216,23.7,15.59,13.84
13217,23.7,15.59,13.84
13218,23.7,15.59,13.84
13219,23.7,15.59,13.84
13220,23.7,15.59,13.84
13221,23.7,15.59,13.84
13222,23.7,15.59,13.84
13223,23.7,15.59,13.84
13224,23.7,15.59,13.84
13225,23.7,15.59,13.84
13226,23.7,15.59,13.84
13227,23.7,15.59,13.84
13228,23.7,15.59,13.84
13229,23.7,15.59,13.84
13230,23.7,15.59,13.84
13231,23.7,15.59,13.84
13232,23.7,15.59,13.84
13233,23.7,15.59,13.84
13234,23.7,15.59,13.84
13235,23.7,15.59,13.84
13236,23.7,15.59,13.84
13237,23.7,15.59,13.84
13238,23.7,15.59,13.84
13239,23.7,15.59,13.84
13240,23.7,15.59,13.84
13241,23.7,15.59,13.84
13242,23.7,15.59,13.84
13243,23.7,15.59,13.84
13244,23.7,15.59,13.84
13245,23.7,15.59,13.84
13246,23.7,15.59,13.84
13247,23.7,15.59,13.84
13248,23.7,15.59,13.84
13249,23.7,15.59,13.84
13250,23.7,15.59,13.84
13251,23.7,15.59,13.84
13252,23.7,15.59,13.84
13253,23.7,15.59,13.84
13254,23.7,15.59,13.84
13255,23.7,15.59,13.84
13256,23.7,15.59,13.84
13257,23.7,15.59,13.84
13258,23.7,15.59,13.84
13259,23.7,15.59,13.84
13260,23.7,15.59,13.84
13261,23.7,15.59,13.84
13262,23.7,15.59,13.84
13263,23.7,15.59,13.84
13264,23.7,15.59,13.84
13265,23.7,15.59,13.84
13266,23.7,15.59,13.84
13267,23.7,15.59,13.84
13268,23.7,15.59,13.84
13269,23.7,15.59,13.84
13270,23.7,15.59,13.84
13271,23.7,15.59,13.84
13272,23.7,15.59,13.84
13273,23.7,15.59,13.84
13274,23.7,15.59,13.84
13275,23.7,15.59,13.84
13276,23.7,15.59,13.84
13277,23.7,15.59,13.84
13278,23.7,15.59,13.84
13279,23.7,15.59,13.84
13280,23.7,15.59,13.84
13281,23.7,15.59,13.84
13282,23.7,15.59,13.84
13283,23.7,15.59,13.84
13284,23.7,15.59,13.84
13285,23.7,15.59,13.84
13286,23.7,15.59,13.84
13287,23.7,15.59,13.84
13288,23.7,15.59,13.84
13289,23.7,15.59,13.84
13290,23.7,15.59,13.84
13291,23.7,15.59,13.84
13292,23.7,15.59,13.84
13293,23.7,15.59,13.84
13294,23.7,15.59,13.84
13295,23.7,15.59,13.84
13296,23.7,15.59,13.84
13297,23.7,15.59,13.84
13298,23.7,15.59,13.84
13299,23.7,15.59,13.84
13300,23.7,15.59,13.84
13301,23.7,15.59,13.84
13302,23.7,15.59,13.84
13303,23.7,15.59,13.84
13304,23.7,15.59,13.84
13305,23.7,15.59,13.84
13306,23.7,15.59,13.84
13307,23.7,15.59,13.84
13308,23.7,15.59,13.84
13309,23.7,15.59,13.84
13310,23.7,15.59,13.84
13311,23.7,15.59,13.84
13312,23.7,15.59,13.84
13313,23.7,15.59,13.84
13314,23.7,15.59,13.84
13315,23.7,15.59,13.84
13316,23.7,15.59,13.84
13317,23.7,15.59,13.84
13318,23.7,15.59,13.84
13319,23.7,15.59,13.84
13320,23.7,15.59,13.84
13321,23.7,15.59,13.84
13322,23.7,15.59,13.84
13323,23.7,15.59,13.84
13324,23.7,15.59,13.84
13325,23.7,15.59,13.84
13326,23.7,15.59,13.84
13327,23.7,15.59,13.84
13328,23.7,15.59,13.84
13329,23.7,15.59,13.84
13330,23.7,15.59,13.84
13331,23.7,15.59,13.84
13332,23.7,15.59,13.84
13333,23.7,15.59,13.84
13334,23.7,15.59,13.84
13335,23.7,15.59,13.84
13336,23.7,15.59,13.84
13337,23.7,15.59,13.84
13338,23.7,15.59,13.84
13339,23.7,15.59,13.84
13340,23.7,15.59,13.84
13341,23.7,15.59,13.84
13342,23.7,15.59,13.84
13343,23.7,15.59,13.84
13344,23.7,15.59,13.84
13345,23.7,15.59,13.84
13346,23.7,15.59,13.84
13347,23.7,15.59,13.84
13348,23.7,15.59,13.84
13349,23.7,15.59,13.84
13350,23.7,15.59,13.84
13351,23.7,15.59,13.84
13352,23.7,15.59,13.84
13353,23.7,15.59,13.84
13354,23.7,15.59,13.84
13355,23.7,15.59,13.84
13356,23.7,15.59,13.84
13357,23.7,15.59,13.84
13358,23.7,15.59,13.84
13359,23.7,15.59,13.84
13360,23.7,15.59,13.84
13361,23.7,15.59,13.84
13362,23.7,15.59,13.84
13363,23.7,15.59,13.84
13364,23.7,15.59,13.84
13365,23.7,15.59,13.84
13366,23.7,15.59,13.84
13367,23.7,15.59,13.84
13368,23.7,15.59,13.84
13369,23.7,15.59,13.84
13370,23.7,15.59,13.84
13371,23.7,15.59,13.84
13372,23.7,15.59,13.84
13373,23.7,15.59,13.84
13374,23.7,15.59,13.84
13375,23.7,15.59,13.84
13376,23.7,15.59,13.84
13377,23.7,15.59,13.84
13378,23.7,15.59,13.84
13379,23.7,15.59,13.84
13380,23.7,15.59,13.84
13381,23.7,15.59,13.84
13382,23.7,15.59,13.84
13383,23.7,15.59,13.84
13384,23.7,15.59,13.84
13385,23.7,15.59,13.84
13386,23.7,15.59,13.84
13387,23.7,15.59,13.84
13388,23.7,15.59,13.84
13389,23.7,15.59,13.84
13390,23.7,15.59,13.84
13391,23.7,15.59,13.84
13392,23.7,15.59,13.84
13393,23.7,15.59,13.84
13394,23.7,15.59,13.84
13395,23.7,15.59,13.84
13396,23.7,15.59,13.84
13397,23.7,15.59,13.84
13398,23.7,15.59,13.84
13399,23.7,15.59,13.84
13400,23.7,15.59,13.84
13401,23.7,15.59,13.84
13402,23.7,15.59,13.84
13403,23.7,15.59,13.84
13404,23.7,15.59,13.84
13405,23.7,15.59,13.84
13406,23.7,15.59,13.84
13407,23.7,15.59,13.84
13408,23.7,15.59,13.84
13409,23.7,15.59,13.84
13410,23.7,15.59,13.84
13411,23.7,15.59,13.84
13412,23.7,15.59,13.84
13413,23.7,15.59,13.84
13414,23.7,15.59,13.84
13415,23.7,15.59,13.84
13416,23.7,15.59,13.84
13417,23.7,15.59,13.84
13418,23.7,15.59,13.84
13419,23.7,15.59,13.84
13420,23.7,15.59,13.84
13421,23.7,15.59,13.84
13422,23.7,15.59,13.84
13423,23.7,15.59,13.84
13424,23.7,15.59,13.84
13425,23.7,15.59,13.84
13426,23.7,15.59,13.84
13427,23.7,15.59,13.84
13428,23.7,15.59,13.84
13429,23.7,15.59,13.84
13430,23.7,15.59,13.84
13431,23.7,15.59,13.84
13432,23.7,15.59,13.84
13433,23.7,15.59,13.84
13434,23.7,15.59,13.84
13435,23.7,15.59,13.84
13436,23.7,15.59,13.84
13437,23.7,15.59,13.84
13438,23.7,15.59,13.84
13439,23.7,15.59,13.84
13440,23.7,15.59,13.84
13441,23.7,15.59,13.84
13442,23.7,15.59,13.84
13443,23.7,15.59,13.84
13444,23.7,15.59,13.84
13445,23.7,15.59,13.84
13446,23.7,15.59,13.84
13447,23.7,15.59,13.84
13448,23.7,15.59,13.84
13449,23.7,15.59,13.84
13450,23.7,15.59,13.84
13451,23.7,15.59,13.84
13452,23.7,15.59,13.84
13453,23.7,15.59,13.84
13454,23.7,15.59,13.84
13455,23.7,15.59,13.84
13456,23.7,15.59,13.84
13457,23.7,15.59,13.84
13458,23.7,15.59,13.84
13459,23.7,15.59,13.84
13460,23.7,15.59,13.84
13461,23.7,15.59,13.84
13462,23.7,15.59,13.84
13463,23.7,15.59,13.84
13464,23.7,15.59,13.84
13465,23.7,15.59,13.84
13466,23.7,15.59,13.84
13467,23.7,15.59,13.84
13468,23.7,15.59,13.84
13469,23.7,15.59,13.84
13470,23.7,15.59,13.84
13471,23.7,15.59,13.84
13472,23.7,15.59,13.84
13473,23.7,15.59,13.84
13474,23.7,15.59,13.84
13475,23.7,15.59,13.84
13476,23.7,15.59,13.84
13477,23.7,15.59,13.84
13478,23.7,15.59,13.84
13479,23.7,15.59,13.84
13480,23.7,15.59,13.84
13481,23.7,15.59,13.84
13482,23.7,15.59,13.84
13483,23.7,15.59,13.84
13484,23.7,15.59,13.84
13485,23.7,15.59,13.84
13486,23.7,15.59,13.84
13487,23.7,15.59,13.84
13488,23.7,15.59,13.84
13489,23.7,15.59,13.84
13490,23.7,15.59,13.84
13491,23.7,15.59,13.84
13492,23.7,15.59,13.84
13493,23.7,15.59,13.84
13494,23.7,15.59,13.84
13495,23.7,15.59,13.84
13496,23.7,15.59,13.84
13497,23.7,15.59,13.84
13498,23.7,15.59,13.84
13499,23.7,15.59,13.84
13500,23.7,15.59,13.84
13501,23.7,15.59,13.84
13502,23.7,15.59,13.84
13503,23.7,15.59,13.84
13504,23.7,15.59,13.84
13505,23.7,15.59,13.84
13506,23.7,15.59,13.84
13507,23.7,15.59,13.84
13508,23.7,15.59,13.84
13509,23.7,15.59,13.84
13510,23.7,15.59,13.84
13511,23.7,15.59,13.84
13512,23.7,15.59,13.84
13513,23.7,15.59,13.84
13514,23.7,15.59,13.84
13515,23.7,15.59,13.84
13516,23.7,15.59,13.84
13517,23.7,15.59,13.84
13518,23.7,15.59,13.84
13519,23.7,15.59,13.84
13520,23.7,15.59,13.84
13521,23.7,15.59,13.84
13522,23.7,15.59,13.84
13523,23.7,15.59,13.84
13524,23.7,15.59,13.84
13525,23.7,15.59,13.84
13526,23.7,15.59,13.84
13527,23.7,15.59,13.84
13528,23.7,15.59,13.84
13529,23.7,15.59,13.84
13530,23.7,15.59,13.84
13531,23.7,15.59,13.84
13532,23.7,15.59,13.84
13533,23.7,15.59,13.84
13534,23.7,15.59,13.84
13535,23.7,15.59,13.84
13536,23.7,15.59,13.84
13537,23.7,15.59,13.84
13538,23.7,15.59,13.84
13539,23.7,15.59,13.84
13540,23.7,15.59,13.84
13541,23.7,15.59,13.84
13542,23.7,15.59,13.84
13543,23.7,15.59,13.84
13544,23.7,15.59,13.84
13545,23.7,15.59,13.84
13546,23.7,15.59,13.84
13547,23.7,15.59,13.84
13548,23.7,15.59,13.84
13549,23.7,15.59,13.84
13550,23.7,15.59,13.84
13551,23.7,15.59,13.84
13552,23.7,15.59,13.84
13553,23.7,15.59,13.84
13554,23.7,15.59,13.84
13555,23.7,15.59,13.84
13556,23.7,15.59,13.84
13557,23.7,15.59,13.84
13558,23.7,15.59,13.84
13559,23.7,15.59,13.84
13560,23.7,15.59,13.84
13561,23.7,15.59,13.84
13562,23.7,15.59,13.84
13563,23.7,15.59,13.84
13564,23.7,15.59,13.84
13565,23.7,15.59,13.84
13566,23.7,15.59,13.84
13567,23.7,15.59,13.84
13568,23.7,15.59,13.84
13569,23.7,15.59,13.84
13570,23.7,15.59,13.84
13571,23.7,15.59,13.84
13572,23.7,15.59,13.84
13573,23.7,15.59,13.84
13574,23.7,15.59,13.84
13575,23.7,15.59,13.84
13576,23.7,15.59,13.84
13577,23.7,15.59,13.84
13578,23.7,15.59,13.84
13579,23.7,15.59,13.84
13580,23.7,15.59,13.84
13581,23.7,15.59,13.84
13582,23.7,15.59,13.84
13583,23.7,15.59,13.84
13584,23.7,15.59,13.84
13585,23.7,15.59,13.84
13586,23.7,15.59,13.84
13587,23.7,15.59,13.84
13588,23.7,15.59,13.84
13589,23.7,15.59,13.84
13590,23.7,15.59,13.84
13591,23.7,15.59,13.84
13592,23.7,15.59,13.84
13593,23.7,15.59,13.84
13594,23.7,15.59,13.84
13595,23.7,15.59,13.84
13596,23.7,15.59,13.84
13597,23.7,15.59,13.84
13598,23.7,15.59,13.84
13599,23.7,15.59,13.84
13600,23.7,15.59,13.84
13601,23.7,15.59,13.84
13602,23.7,15.59,13.84
13603,23.7,15.59,13.84
13604,23.7,15.59,13.84
13605,23.7,15.59,13.84
13606,23.7,15.59,13.84
13607,23.7,15.59,13.84
13608,23.7,15.59,13.84
13609,23.7,15.59,13.84
13610,23.7,15.59,13.84
13611,23.7,15.59,13.84
13612,23.7,15.59,13.84
13613,23.7,15.59,13.84
13614,23.7,15.59,13.84
13615,23.7,15.59,13.84
13616,23.7,15.59,13.84
13617,23.7,15.59,13.84
13618,23.7,15.59,13.84
13619,23.7,15.59,13.84
13620,23.7,15.59,13.84
13621,23.7,15.59,13.84
13622,23.7,15.59,13.84
13623,23.7,15.59,13.84
13624,23.7,15.59,13.84
13625,23.7,15.59,13.84
13626,23.7,15.59,13.84
13627,23.7,15.59,13.84
13628,23.7,15.59,13.84
13629,23.7,15.59,13.84
13630,23.7,15.59,13.84
13631,23.7,15.59,13.84
13632,23.7,15.59,13.84
13633,23.7,15.59,13.84
13634,23.7,15.59,13.84
13635,23.7,15.59,13.84
13636,23.7,15.59,13.84
13637,23.7,15.59,13.84
13638,23.7,15.59,13.84
13639,23.7,15.59,13.84
13640,23.7,15.59,13.84
13641,23.7,15.59,13.84
13642,23.7,15.59,13.84
13643,23.7,15.59,13.84
13644,23.7,15.59,13.84
13645,23.7,15.59,13.84
13646,23.7,15.59,13.84
13647,23.7,15.59,13.84
13648,23.7,15.59,13.84
13649,23.7,15.59,13.84
13650,23.7,15.59,13.84
13651,23.7,15.59,13.84
13652,23.7,15.59,13.84
13653,23.7,15.59,13.84
13654,23.7,15.59,13.84
13655,23.7,15.59,13.84
13656,23.7,15.59,13.84
13657,23.7,15.59,13.84
13658,23.7,15.59,13.84
13659,23.7,15.59,13.84
13660,23.7,15.59,13.84
13661,23.7,15.59,13.84
13662,23.7,15.59,13.84
13663,23.7,15.59,13.84
13664,23.7,15.59,13.84
13665,23.7,15.59,13.84
13666,23.7,15.59,13.84
13667,23.7,15.59,13.84
13668,23.7,15.59,13.84
13669,23.7,15.59,13.84
13670,23.7,15.59,13.84
13671,23.7,15.59,13.84
13672,23.7,15.59,13.84
13673,23.7,15.59,13.84
13674,23.7,15.59,13.84
13675,23.7,15.59,13.84
13676,23.7,15.59,13.84
13677,23.7,15.59,13.84
13678,23.7,15.59,13.84
13679,23.7,15.59,13.84
13680,23.7,15.59,13.84
13681,23.7,15.59,13.84
13682,23.7,15.59,13.84
13683,23.7,15.59,13.84
13684,23.7,15.59,13.84
13685,23.7,15.59,13.84
13686,23.7,15.59,13.84
13687,23.7,15.59,13.84
13688,23.7,15.59,13.84
13689,23.7,15.59,13.84
13690,23.7,15.59,13.84
13691,23.7,15.59,13.84
13692,23.7,15.59,13.84
13693,23.7,15.59,13.84
13694,23.7,15.59,13.84
13695,23.7,15.59,13.84
13696,23.7,15.59,13.84
13697,23.7,15.59,13.84
13698,20.03,15.59,13.84
13699,20.03,15.59,13.84
13700,20.03,15.59,13.84
13701,20.03,15.59,13.84
13702,20.03,15.59,13.84
13703,20.03,15.59,13.84
13704,20.03,15.59,13.84
13705,20.03,15.59,13.84
13706,20.03,15.59,13.84
13707,20.03,15.59,13.84
13708,20.03,15.59,13.84
13709,20.03,15.59,13.84
13710,20.03,15.59,13.84
13711,20.03,15.59,13.84
13712,20.03,15.59,13.84
13713,20.03,15.59,13.84
13714,20.03,15.59,13.84
13715,20.03,15.59,13.84
13716,20.03,15.59,13.84
13717,20.03,15.59,13.84
13718,20.03,15.59,13.84
13719,20.03,15.59,13.84
13720,20.03,15.59,13.84
13721,20.03,15.59,13.84
13722,20.03,15.59,13.84
13723,20.03,15.59,13.84
13724,20.03,15.59,13.84
13725,20.03,15.59,13.84
13726,20.03,15.59,13.84
13727,20.03,15.59,13.84
13728,20.03,15.59,13.84
13729,20.03,15.59,13.84
13730,20.03,15.59,13.84
13731,20.03,15.59,13.84
13732,20.03,15.59,13.84
13733,20.03,15.59,13.84
13734,20.03,15.59,13.84
13735,20.03,15.59,13.84
13736,20.03,15.59,13.84
13737,20.03,15.59,13.84
13738,20.03,15.59,13.84
13739,20.03,15.59,13.84
13740,20.03,15.59,13.84
13741,20.03,15.59,13.84
13742,20.03,15.59,13.84
13743,20.03,15.59,13.84
13744,20.03,15.59,13.84
13745,20.03,15.59,13.84
13746,20.03,15.59,13.84
13747,20.03,15.59,13.84
13748,20.03,15.59,13.84
13749,20.03,15.59,13.84
13750,20.03,15.59,13.84
13751,20.03,15.59,13.84
13752,20.03,15.59,13.84
13753,20.03,15.59,13.84
13754,20.03,15.59,13.84
13755,20.03,15.59,13.84
13756,20.03,15.59,13.84
13757,20.03,15.59,13.84
13758,20.03,15.59,13.84
13759,20.03,15.59,13.84
13760,20.03,15.59,13.84
13761,20.03,15.59,13.84
13762,20.03,15.59,13.84
13763,20.03,15.59,13.84
13764,20.03,15.59,13.84
13765,20.03,15.59,13.84
13766,20.03,15.59,13.84
13767,20.03,15.59,13.84
13768,20.03,15.59,13.84
13769,20.03,15.59,13.84
13770,20.03,15.59,13.84
13771,20.03,15.59,13.84
13772,20.03,15.59,13.84
13773,20.03,15.59,13.84
13774,20.03,15.59,13.84
13775,20.03,15.59,13.84
13776,20.03,15.59,13.84
13777,20.03,15.59,13.84
13778,20.03,15.59,13.84
13779,20.03,15.59,13.84
13780,20.03,15.59,13.84
13781,20.03,15.59,13.84
13782,20.03,15.59,13.84
13783,20.03,15.59,13.84
13784,20.03,15.59,13.84
13785,20.03,15.59,13.84
13786,20.03,15.59,13.84
13787,20.03,15.59,13.84
13788,20.03,15.59,13.84
13789,20.03,15.59,13.59
13790,20.03,15.59,13.59
13791,20.03,15.59,13.59
13792,20.03,15.59,13.59
13793,20.03,15.59,13.59
13794,20.03,15.59,13.59
13795,20.03,15.59,13.59
13796,20.03,15.59,13.59
13797,20.03,15.59,13.59
13798,20.03,15.59,13.59
13799,20.03,15.59,13.59
13800,20.03,15.59,13.59
13801,20.03,15.59,13.59
13802,20.03,15.59,13.59
13803,20.03,15.59,13.59
13804,20.03,15.59,13.59
13805,20.03,15.59,13.59
13806,20.03,15.59,13.59
13807,20.03,15.59,13.59
13808,20.03,15.59,13.59
13809,20.03,15.59,13.59
13810,20.03,15.59,13.59
13811,20.03,15.59,13.59
13812,20.03,15.59,13.59
13813,20.03,15.59,13.59
13814,20.03,15.59,13.59
13815,20.03,15.59,13.59
13816,20.03,15.59,13.59
13817,20.03,15.59,13.59
13818,20.03,15.59,13.59
13819,20.03,15.59,13.59
13820,20.03,15.59,13.59
13821,20.03,15.59,13.59
13822,20.03,15.59,13.59
13823,20.03,15.59,13.59
13824,20.03,15.59,13.59
13825,20.03,15.59,13.59
13826,20.03,15.59,13.59
13827,20.03,15.59,13.59
13828,20.03,15.59,13.59
13829,20.03,15.59,13.59
13830,20.03,15.59,13.59
13831,20.03,15.59,13.59
13832,20.03,15.59,13.59
13833,20.03,15.59,13.59
13834,20.03,15.59,13.59
13835,20.03,15.59,13.59
13836,20.03,15.59,13.59
13837,20.03,15.59,13.59
13838,20.03,15.59,13.59
13839,20.03,15.59,13.59
13840,20.03,15.59,13.59
13841,20.03,15.59,13.59
13842,20.03,15.59,13.59
13843,20.03,15.59,13.59
13844,20.03,15.59,13.59
13845,20.03,15.59,13.59
13846,20.03,15.59,13.59
13847,20.03,15.59,13.59
13848,20.03,15.59,13.59
13849,20.03,15.59,13.59
13850,20.03,15.59,13.59
13851,20.03,15.59,13.59
13852,20.03,15.59,13.59
13853,20.03,15.59,13.59
13854,20.03,15.59,13.59
13855,20.03,15.59,13.59
13856,20.03,15.59,13.59
13857,20.03,15.59,13.59
13858,20.03,15.59,13.59
13859,20.03,15.59,13.59
13860,20.03,15.59,13.59
13861,20.03,15.59,13.59
13862,20.03,15.59,13.59
13863,20.03,15.59,13.59
13864,20.03,15.59,13.59
13865,20.03,15.59,13.59
13866,20.03,15.59,13.59
13867,20.03,15.59,13.59
13868,20.03,15.59,13.59
