time,lane_exit_A,lane_exit_C,lane_exit_E
16311,25.16,19.75,11.78
16312,25.16,19.75,11.78
16313,25.16,19.75,11.91
16314,25.16,19.75,11.91
16315,25.16,19.75,11.91
16316,25.16,19.75,11.91
16317,25.16,19.75,11.91
16318,25.16,19.75,11.91
16319,25.16,19.75,11.91
16320,25.16,19.75,11.91
16321,25.16,19.75,11.42
16322,25.16,19.75,11.42
16323,25.16,19.75,11.42
16324,25.16,19.75,11.42
16325,25.16,19.75,10.19
16326,25.16,19.75,10.19
16327,25.16,19.75,10.19
16328,25.16,19.75,10.19
16329,25.16,19.75,10.19
16330,25.16,19.75,10.19
16331,25.16,19.75,10.19
16332,25.16,19.75,10.19
16333,25.16,19.75,10.19
16334,25.16,19.75,10.19
16335,25.16,19.75,10.19
16336,25.16,19.75,10.19
16337,25.16,19.75,10.19
16338,25.16,19.75,10.19
16339,25.16,19.75,10.19
16340,25.16,19.75,10.19
16341,25.16,19.75,10.19
16342,25.16,19.75,10.19
16343,25.16,19.75,10.19
16344,25.16,19.75,11.61
16345,25.16,19.75,11.61
16346,25.16,19.75,11.61
16347,25.16,19.75,11.61
16348,25.16,19.75,11.61
16349,25.16,19.75,11.27
16350,25.16,19.75,11.27
16351,25.16,19.75,11.27
16352,25.16,19.75,11.27
16353,25.16,19.75,11.57
16354,25.16,19.75,11.57
16355,25.16,19.75,11.57
16356,25.16,19.75,11.57
16357,25.16,19.75,11.57
16358,25.16,19.75,11.57
16359,25.16,19.75,11.57
16360,25.16,19.75,11.57
16361,25.16,19.75,11.57
16362,25.16,19.75,11.57
16363,25.16,19.75,11.12
16364,25.16,19.75,11.12
16365,25.16,19.75,11.12
16366,25.16,19.75,11.73
16367,25.16,19.75,11.73
16368,25.16,19.75,11.73
16369,25.16,19.75,11.73
16370,25.16,19.75,11.73
16371,25.16,19.75,11.73
16372,25.16,19.75,11.73
16373,25.16,19.75,11.73
16374,25.16,19.75,11.73
16375,25.16,19.75,11.73
16376,25.16,19.75,11.73
16377,25.16,19.75,11.73
16378,25.16,19.75,11.73
16379,25.16,19.75,11.73
16380,25.16,19.75,11.73
16381,25.16,19.75,11.73
16382,25.16,19.75,11.73
16383,25.16,19.75,11.73
16384,25.16,19.75,11.73
16385,25.16,19.75,11.73
16386,25.16,19.75,11.73
16387,25.16,19.75,11.73
16388,25.16,19.75,11.73
16389,25.16,19.75,11.73
16390,25.16,19.75,11.73
16391,25.16,19.75,11.73
16392,25.16,19.75,11.73
16393,25.16,19.75,11.73
16394,25.16,19.75,11.73
16395,25.16,19.75,11.73
16396,25.16,19.75,11.73
16397,25.16,19.75,11.73
16398,25.16,19.75,11.73
16399,25.16,19.75,11.73
16400,25.16,19.75,11.73
16401,25.16,19.75,11.73
16402,25.16,19.75,11.73
16403,25.16,19.75,11.73
16404,25.16,19.75,11.73
16405,25.16,19.75,11.73
16406,25.16,19.75,11.73
16407,25.16,19.75,11.73
16408,25.16,19.75,11.73
16409,25.16,19.75,11.73
16410,25.16,19.75,11.73
16411,25.16,19.75,11.73
16412,25.16,19.75,11.73
16413,25.16,19.75,11.73
16414,25.16,19.75,11.73
16415,25.16,19.75,11.73
16416,25.16,19.75,11.73
16417,25.16,19.75,12.65
16418,25.16,19.75,12.65
16419,25.16,19.75,12.65
16420,25.16,19.75,12.65
16421,25.16,19.75,12.65
16422,25.16,19.75,12.44
16423,25.16,19.75,12.44
16424,25.16,19.75,12.44
16425,25.16,19.75,12.44
16426,25.16,19.75,12.44
16427,25.16,19.75,12.44
16428,25.16,19.75,12.44
16429,25.16,19.75,12.44
16430,25.16,19.75,12.44
16431,25.16,19.75,12.44
16432,25.16,19.75,12.44
16433,25.16,19.75,12.44
16434,25.16,19.75,12.44
16435,25.16,19.75,12.44
16436,25.16,19.75,12.44
16437,25.16,19.75,12.44
16438,25.16,19.75,12.44
16439,25.16,19.75,12.44
16440,25.16,19.75,12.44
16441,25.16,19.75,12.44
16442,25.16,19.75,12.44
16443,25.16,19.75,12.44
16444,25.16,19.75,12.44
16445,25.16,19.75,12.44
16446,25.16,19.75,12.44
16447,25.16,19.75,12.44
16448,25.16,19.75,12.44
16449,25.16,19.75,12.44
16450,25.16,19.75,12.44
16451,25.16,19.75,12.44
16452,25.16,19.75,12.44
16453,25.16,19.75,12.44
16454,25.16,19.75,12.38
16455,25.16,19.75,12.38
16456,25.16,19.75,12.38
16457,25.16,19.75,12.38
16458,25.16,19.75,12.38
16459,25.16,19.75,12.38
16460,25.16,19.75,12.38
16461,25.16,19.75,12.38
16462,25.16,19.75,12.38
16463,25.16,19.75,12.38
16464,25.16,19.75,12.38
16465,25.16,19.75,12.38
16466,25.16,19.75,12.38
16467,25.16,19.75,12.38
16468,25.16,19.75,12.38
16469,25.16,19.75,12.38
16470,25.16,19.75,12.38
16471,25.16,19.75,13.28
16472,25.16,19.75,13.28
16473,25.16,19.75,13.28
16474,25.16,19.75,13.28
16475,25.16,19.75,13.83
16476,25.16,19.75,13.83
16477,25.16,19.75,13.83
16478,25.16,19.75,13.83
16479,25.16,19.75,13.83
16480,25.16,19.75,13.83
16481,25.16,19.75,13.83
16482,25.16,19.75,13.83
16483,25.16,19.75,13.83
16484,25.16,19.75,13.83
16485,25.16,19.75,13.83
16486,25.16,19.75,13.83
16487,25.16,19.75,13.83
16488,25.16,19.75,13.83
16489,25.16,19.75,13.83
16490,25.16,19.75,13.83
16491,25.16,19.75,13.83
16492,25.16,19.75,13.83
16493,25.16,19.75,13.83
16494,25.16,19.75,13.83
16495,25.16,19.75,13.83
16496,25.16,19.75,13.83
16497,25.16,19.75,13.83
16498,25.16,19.75,13.83
16499,25.16,19.75,13.83
16500,25.16,19.75,13.83
16501,25.16,19.75,13.83
16502,25.16,19.75,13.83
16503,25.16,19.75,13.83
16504,25.16,19.75,13.83
16505,25.16,19.75,13.83
16506,25.16,19.75,13.83
16507,25.16,19.75,13.83
16508,25.16,19.75,13.83
16509,25.16,19.75,13.83
16510,25.16,19.75,13.83
16511,25.16,19.75,13.83
16512,25.16,19.75,13.83
16513,25.16,19.75,13.83
16514,25.16,19.75,13.83
16515,25.16,19.75,13.83
16516,25.16,19.75,13.83
16517,25.16,19.75,13.83
16518,25.16,19.75,13.83
16519,25.16,19.75,13.83
16520,25.16,19.75,13.83
16521,25.16,19.75,13.83
16522,25.16,19.75,13.83
16523,25.16,19.75,13.83
16524,25.16,19.75,13.83
16525,25.16,19.75,13.83
16526,25.16,19.75,13.83
16527,25.16,19.75,13.83
16528,25.16,19.75,13.83
16529,25.16,19.75,13.83
16530,25.16,19.75,13.83
16531,25.16,19.75,13.83
16532,25.16,19.75,13.83
16533,25.16,19.75,13.83
16534,25.16,19.75,13.83
16535,25.16,19.75,13.83
16536,25.16,19.75,13.83
16537,25.16,19.75,12.25
16538,25.16,19.75,12.25
16539,25.16,19.75,12.25
16540,25.16,19.75,12.25
16541,25.16,19.75,12.25
16542,25.16,19.75,12.25
16543,25.16,19.75,12.25
16544,25.16,19.75,12.25
16545,25.16,19.75,12.25
16546,25.16,19.75,12.25
16547,25.16,19.75,12.25
16548,25.16,19.75,12.25
16549,25.16,19.75,12.25
16550,25.16,19.75,12.25
16551,25.16,19.75,12.25
16552,25.16,19.75,12.25
16553,25.16,19.75,12.25
16554,25.16,19.75,12.25
16555,25.16,19.75,12.25
16556,25.16,19.75,12.25
16557,25.16,19.75,10.9
16558,25.16,19.75,10.9
16559,25.16,19.75,10.9
16560,25.16,19.75,10.9
16561,25.16,19.75,11.73
16562,25.16,19.75,11.73
16563,25.16,19.75,11.73
16564,25.16,19.75,11.73
16565,25.16,19.75,11.73
16566,25.16,19.75,11.73
16567,25.16,19.75,11.98
16568,25.16,19.75,11.98
16569,25.16,19.75,11.98
16570,25.16,19.75,11.98
16571,25.16,19.75,11.98
16572,25.16,19.75,11.98
16573,25.16,19.75,11.24
16574,25.16,19.75,11.24
16575,25.16,19.75,11.24
16576,25.16,19.75,11.24
16577,25.16,19.75,11.24
16578,25.16,19.75,11.24
16579,25.16,19.75,12.08
16580,25.16,19.75,12.08
16581,25.16,19.75,12.08
16582,25.16,19.75,12.08
16583,25.16,19.75,12.08
16584,25.16,19.75,12.08
16585,25.16,19.75,12.51
16586,25.16,19.75,12.51
16587,25.16,19.75,12.51
16588,25.16,19.75,12.51
16589,25.16,19.75,12.51
16590,25.16,19.75,12.51
16591,25.16,19.75,12.51
16592,25.16,19.75,12.51
16593,25.16,19.75,12.51
16594,25.16,19.75,12.51
16595,25.16,19.75,12.51
16596,25.16,19.75,12.51
16597,25.16,19.75,12.51
16598,25.16,19.75,12.51
16599,25.16,19.75,12.51
16600,25.16,19.75,12.51
16601,25.16,19.75,12.51
16602,25.16,19.75,12.51
16603,25.16,19.75,12.51
16604,25.16,19.75,12.51
16605,25.16,19.75,12.51
16606,25.16,19.75,12.51
16607,25.16,19.75,12.51
16608,25.16,19.75,12.51
16609,25.16,19.75,12.51
16610,25.16,19.75,12.51
16611,25.16,19.75,12.51
16612,25.16,19.75,12.51
16613,25.16,19.75,12.51
16614,25.16,19.75,12.51
16615,25.16,19.75,12.51
16616,25.16,19.75,12.51
16617,25.16,19.75,12.51
16618,25.16,19.75,12.51
16619,25.16,19.75,12.23
16620,25.16,19.75,12.23
16621,25.16,19.75,12.23
16622,25.16,19.75,12.23
16623,25.16,19.75,12.46
16624,25.16,19.75,12.46
16625,25.16,19.75,12.46
16626,25.16,19.75,12.46
16627,25.16,19.75,12.46
16628,25.16,19.75,12.46
16629,25.16,19.75,12.46
16630,25.16,19.75,12.49
16631,25.16,19.75,12.49
16632,25.16,19.75,12.49
16633,25.16,19.75,12.49
16634,25.16,19.75,12.3
16635,25.16,19.75,12.3
16636,25.16,19.75,12.3
16637,25.16,19.75,12.3
16638,25.16,19.75,13.14
16639,25.16,19.75,13.14
16640,25.16,19.75,13.14
16641,25.16,19.75,13.41
16642,25.16,19.75,13.41
16643,25.16,19.75,13.41
16644,25.16,19.75,13.41
16645,25.16,19.75,13.41
16646,25.16,19.75,13.41
16647,25.16,19.75,13.41
16648,25.16,19.75,13.41
16649,25.16,19.75,13.41
16650,25.16,19.75,13.41
16651,25.16,19.75,13.41
16652,25.16,19.75,13.41
16653,25.16,19.75,13.41
16654,25.16,19.75,13.41
16655,25.16,19.75,13.41
16656,25.16,19.75,13.41
16657,25.16,19.75,13.41
16658,25.16,19.75,13.41
16659,25.16,19.75,13.41
16660,25.16,19.75,13.41
16661,25.16,19.75,13.41
16662,25.16,19.75,13.41
16663,25.16,19.75,13.41
16664,25.16,19.75,13.41
16665,25.16,19.75,13.41
16666,25.16,19.75,13.41
16667,25.16,19.75,13.41
16668,25.16,19.75,13.41
16669,25.16,19.75,13.41
16670,25.16,19.75,13.41
16671,25.16,19.75,13.41
16672,25.16,19.75,13.41
16673,25.16,19.75,13.41
16674,25.16,19.75,13.41
16675,25.16,19.75,13.41
16676,25.16,19.75,13.41
16677,25.16,19.75,13.41
16678,25.16,19.75,13.41
16679,25.16,19.75,13.41
16680,25.16,19.75,13.41
16681,25.16,19.75,13.41
16682,25.16,19.75,13.41
16683,25.16,19.75,13.41
16684,25.16,19.75,13.41
16685,25.16,19.75,13.41
16686,25.16,19.75,13.41
16687,25.16,19.75,13.41
16688,25.16,19.75,12.3
16689,25.16,19.75,12.3
16690,25.16,19.75,12.3
16691,25.16,19.75,11.92
16692,25.16,19.75,11.92
16693,25.16,19.75,11.92
16694,25.16,19.75,11.92
16695,25.16,19.75,11.92
16696,25.16,19.75,11.92
16697,25.16,19.75,11.92
16698,25.16,19.75,11.92
16699,25.16,19.75,11.92
16700,25.16,19.75,11.92
16701,25.16,19.75,11.92
16702,25.16,19.75,13.24
16703,25.16,19.75,13.24
16704,25.16,19.75,13.24
16705,25.16,19.75,13.24
16706,25.16,19.75,13.24
16707,25.16,19.75,13.24
16708,25.16,19.75,13.24
16709,25.16,19.75,13.24
16710,25.16,19.75,13.24
16711,25.16,19.75,13.24
16712,25.16,19.75,13.24
16713,25.16,19.75,13.24
16714,25.16,19.75,13.24
16715,25.16,19.75,13.24
16716,25.16,19.75,13.24
16717,25.16,19.75,13.24
16718,25.16,19.75,13.24
16719,25.16,19.75,13.24
16720,25.16,19.75,13.24
16721,25.16,19.75,13.24
16722,25.16,19.75,13.24
16723,25.16,19.75,13.24
16724,25.16,19.75,13.24
16725,25.16,19.75,13.24
16726,25.16,19.75,13.24
16727,25.16,19.75,13.24
16728,25.16,19.75,13.24
16729,25.16,19.75,13.24
16730,25.16,19.75,13.24
16731,25.16,19.75,13.24
16732,25.16,19.75,13.26
16733,25.16,19.75,13.26
16734,25.16,19.75,13.26
16735,25.16,19.75,13.26
16736,25.16,19.75,12.75
16737,25.16,19.75,12.75
16738,25.16,19.75,12.75
16739,25.16,19.75,12.75
16740,25.16,19.75,12.75
16741,25.16,19.75,12.75
16742,25.16,19.75,12.75
16743,25.16,19.75,12.75
16744,25.16,19.75,12.75
16745,25.16,19.75,12.75
16746,25.16,19.75,12.75
16747,25.16,19.75,12.75
16748,25.16,19.75,12.75
16749,25.16,19.75,12.75
16750,25.16,19.75,12.75
16751,25.16,19.75,12.75
16752,25.16,19.75,12.75
16753,25.16,19.75,12.75
16754,25.16,19.75,12.75
16755,25.16,19.75,12.75
16756,25.16,19.75,12.75
16757,25.16,19.75,12.75
16758,25.16,19.75,12.75
16759,25.16,19.75,12.75
16760,25.16,19.75,12.75
16761,25.16,19.75,12.75
16762,25.16,19.75,12.75
16763,25.16,19.75,12.75
16764,25.16,19.75,12.75
16765,25.16,19.75,12.75
16766,25.16,19.75,12.75
16767,25.16,19.75,12.75
16768,25.16,19.75,12.75
16769,25.16,19.75,12.75
16770,25.16,19.75,12.75
16771,25.16,19.75,12.75
16772,25.16,19.75,12.75
16773,25.16,19.75,12.75
16774,25.16,19.75,12.75
16775,25.16,19.75,12.75
16776,25.16,19.75,12.75
16777,25.16,19.75,12.75
16778,25.16,19.75,12.75
16779,25.16,19.75,12.75
16780,25.16,19.75,12.75
16781,25.16,19.75,12.75
16782,25.16,19.75,12.75
16783,25.16,19.75,12.75
16784,25.16,19.75,12.75
16785,25.16,19.75,12.75
16786,25.16,19.75,12.75
16787,25.16,19.75,12.75
16788,25.16,19.75,12.75
16789,25.16,19.75,12.75
16790,25.16,19.75,12.75
16791,25.16,19.75,12.75
16792,25.16,19.75,12.75
16793,25.16,19.75,12.75
16794,25.16,19.75,12.75
16795,25.16,19.75,12.75
16796,25.16,19.75,12.75
16797,25.16,19.75,12.75
16798,25.16,19.75,12.75
16799,25.16,19.75,12.75
16800,25.16,19.75,12.75
16801,25.16,19.75,12.75
16802,25.16,19.75,12.75
16803,25.16,19.75,12.75
16804,25.16,19.75,12.75
16805,25.16,19.75,12.75
16806,25.16,19.75,12.75
16807,25.16,19.75,12.75
16808,25.16,19.75,12.75
16809,25.16,19.75,12.75
16810,25.16,19.75,12.75
16811,25.16,19.75,12.75
16812,25.16,19.75,12.75
16813,25.16,19.75,12.75
16814,25.16,19.75,12.75
16815,25.16,19.75,12.75
16816,25.16,19.75,12.75
16817,25.16,19.75,12.75
16818,25.16,19.75,12.75
16819,25.16,19.75,12.75
16820,25.16,19.75,12.75
16821,25.16,19.75,12.75
16822,25.16,19.75,12.75
16823,25.16,19.75,12.75
16824,25.16,19.75,12.75
16825,25.16,19.75,12.75
16826,25.16,19.75,12.75
16827,25.16,19.75,12.75
16828,25.16,19.75,12.75
16829,25.16,19.75,12.75
16830,25.16,19.75,12.75
16831,25.16,19.75,12.75
16832,25.16,19.75,12.75
16833,25.16,19.75,12.75
16834,25.16,19.75,12.75
16835,25.16,19.75,12.75
16836,25.16,19.75,12.75
16837,25.16,19.75,12.75
16838,25.16,19.75,12.75
16839,25.16,19.75,12.75
16840,25.16,19.75,12.75
16841,25.16,19.75,12.75
16842,25.16,19.75,12.75
16843,25.16,19.75,12.75
16844,25.16,19.75,12.75
16845,25.16,19.75,12.75
16846,25.16,19.75,12.75
16847,25.16,19.75,12.75
16848,25.16,19.75,12.75
16849,25.16,19.75,12.75
16850,25.16,19.75,12.75
16851,25.16,19.75,12.75
16852,25.16,19.75,12.75
16853,25.16,19.75,12.75
16854,25.16,19.75,12.75
16855,25.16,19.75,12.75
16856,25.16,19.75,12.75
16857,25.16,19.75,12.75
16858,25.16,19.75,12.75
16859,25.16,19.75,12.75
16860,25.16,19.75,12.75
16861,25.16,19.75,12.75
16862,25.16,19.75,12.75
16863,25.16,19.75,12.75
16864,25.16,19.75,12.75
16865,25.16,19.75,12.75
16866,25.16,19.75,12.75
16867,25.16,19.75,12.75
16868,25.16,19.75,12.75
16869,25.16,19.75,12.75
16870,25.16,19.75,12.75
16871,25.16,19.75,12.75
16872,25.16,19.75,12.75
16873,25.16,19.75,12.75
16874,25.16,19.75,12.75
16875,25.16,19.75,12.75
16876,25.16,19.75,12.75
16877,25.16,19.75,12.75
16878,25.16,19.75,12.75
16879,25.16,19.75,12.75
16880,25.16,17.78,12.75
16881,25.16,17.78,12.75
16882,25.16,17.78,12.75
16883,25.16,17.78,12.75
16884,25.16,17.78,12.75
16885,25.16,17.78,12.75
16886,25.16,17.78,12.75
16887,25.16,17.78,12.75
16888,25.16,17.78,12.75
16889,25.16,17.78,12.75
16890,25.16,17.78,12.75
16891,25.16,17.78,12.75
16892,25.16,17.78,12.75
16893,25.16,17.78,12.75
16894,25.16,17.78,12.75
16895,25.16,17.78,12.75
16896,25.16,17.78,12.75
16897,25.16,17.78,12.75
16898,25.16,17.78,12.75
16899,25.16,17.78,12.75
16900,25.16,17.78,12.75
16901,25.16,17.78,12.75
16902,25.16,17.78,12.75
16903,25.16,17.78,12.75
16904,25.16,17.78,12.75
16905,25.16,17.78,12.75
16906,25.16,17.78,12.75
16907,25.16,17.78,12.75
16908,25.16,17.78,12.75
16909,25.16,17.78,12.75
16910,25.16,17.78,12.75
16911,25.16,17.78,12.75
16912,25.16,17.78,12.75
16913,25.16,17.78,12.75
16914,25.16,17.78,12.75
16915,25.16,17.78,12.75
16916,25.16,17.78,12.75
16917,25.16,17.78,12.75
16918,25.16,17.78,12.75
16919,25.16,17.78,12.75
16920,25.16,17.78,12.75
16921,25.16,17.78,12.75
16922,25.16,17.78,12.75
16923,25.16,17.78,12.75
16924,25.16,17.78,12.75
16925,25.16,17.78,12.75
16926,25.16,17.78,11.45
16927,25.16,17.78,11.45
16928,25.16,17.78,11.45
16929,25.16,17.78,11.45
16930,25.16,17.78,10.96
16931,25.16,17.78,10.96
16932,25.16,17.78,10.96
16933,25.16,17.78,10.96
16934,25.16,17.78,10.96
16935,25.16,17.78,10.96
16936,25.16,17.78,10.96
16937,25.16,17.78,11.22
16938,25.16,17.78,11.22
16939,25.16,17.78,11.22
16940,25.16,17.78,11.22
16941,25.16,17.78,11.22
16942,25.16,17.78,11.22
16943,25.16,17.78,11.12
16944,25.16,17.78,11.12
16945,25.16,17.78,11.12
16946,25.16,17.78,11.12
16947,25.16,17.78,10.84
16948,25.16,17.78,10.84
16949,25.16,17.78,10.84
16950,25.16,17.78,10.84
16951,25.16,17.78,10.84
16952,25.16,17.78,10.84
16953,25.16,17.78,10.84
16954,25.16,17.78,10.84
16955,25.16,17.78,10.84
16956,25.16,17.78,13.86
16957,25.16,17.78,13.86
16958,25.16,17.78,13.86
16959,25.16,17.78,13.86
16960,25.16,17.78,13.86
16961,25.16,17.78,13.86
16962,25.16,17.78,12.71
16963,25.16,17.78,12.71
16964,25.16,17.78,12.71
16965,25.16,17.78,12.71
16966,25.16,17.78,12.71
16967,25.16,17.78,12.65
16968,25.16,17.78,12.65
16969,25.16,17.78,12.65
16970,25.16,17.78,12.65
16971,25.16,17.78,12.65
16972,25.16,17.78,12.65
16973,25.16,17.78,12.94
16974,25.16,17.78,12.94
16975,25.16,17.78,12.94
16976,25.16,17.78,12.94
16977,25.16,17.78,12.94
16978,25.16,17.78,13.0
16979,25.16,17.78,13.0
16980,25.16,17.78,13.0
16981,25.16,17.78,13.0
16982,25.16,17.78,13.0
16983,25.16,17.78,13.0
16984,25.16,17.78,13.0
16985,25.16,17.78,12.19
16986,25.16,17.78,12.19
16987,25.16,17.78,12.19
16988,25.16,17.78,12.19
16989,25.16,17.78,12.11
16990,25.16,17.78,12.11
16991,25.16,17.78,12.11
16992,25.16,17.78,12.11
16993,25.16,17.78,12.11
16994,25.16,17.78,11.61
16995,25.16,17.78,11.61
16996,25.16,17.78,11.61
16997,25.16,17.78,11.61
16998,25.16,17.78,11.61
16999,25.16,17.78,11.61
17000,25.16,17.78,11.61
17001,25.16,17.78,11.61
17002,25.16,17.78,11.61
17003,25.16,17.78,11.61
17004,25.16,17.78,11.61
17005,25.16,17.78,11.61
17006,25.16,17.78,11.61
17007,25.16,17.78,11.61
17008,25.16,17.78,11.61
17009,25.16,17.78,11.61
17010,25.16,17.78,11.61
17011,25.16,17.78,11.61
17012,25.16,17.78,11.61
17013,25.16,17.78,11.61
17014,25.16,17.78,11.61
17015,25.16,17.78,11.61
17016,25.16,17.78,11.61
17017,25.16,17.78,11.61
17018,25.16,17.78,11.61
17019,25.16,17.78,11.61
17020,25.16,17.78,11.61
17021,25.16,17.78,11.61
17022,25.16,17.78,11.61
17023,25.16,17.78,11.61
17024,25.16,17.78,11.61
17025,25.16,17.78,11.61
17026,25.16,17.78,11.61
17027,25.16,17.78,11.61
17028,25.16,17.78,11.61
17029,25.16,17.78,11.61
17030,25.16,17.78,11.61
17031,25.16,17.78,11.61
17032,25.16,17.78,11.61
17033,25.16,17.78,11.61
17034,25.16,17.78,11.61
17035,25.16,17.78,11.61
17036,25.16,17.78,11.61
17037,25.16,17.78,11.61
17038,25.16,17.78,11.61
17039,25.16,17.78,11.61
17040,25.16,17.78,11.61
17041,25.16,17.78,11.61
17042,25.16,17.78,11.61
17043,25.16,17.78,11.61
17044,25.16,17.78,11.61
17045,25.16,17.78,11.61
17046,25.16,17.78,11.61
17047,25.16,17.78,11.61
17048,25.16,17.78,11.61
17049,25.16,17.78,11.61
17050,25.16,17.78,11.61
17051,25.16,17.78,11.61
17052,25.16,17.78,11.61
17053,25.16,17.78,11.61
17054,25.16,17.78,11.61
17055,25.16,17.78,11.61
17056,25.16,17.78,11.61
17057,25.16,17.78,11.61
17058,25.16,17.78,11.61
17059,25.16,17.78,11.61
17060,25.16,17.78,11.61
17061,25.16,17.78,11.61
17062,25.16,17.78,11.61
17063,25.16,17.78,11.61
17064,25.16,17.78,11.61
17065,25.16,17.78,11.61
17066,25.16,17.78,11.61
17067,25.16,17.78,11.61
17068,25.16,17.78,11.61
17069,25.16,17.78,11.61
17070,25.16,17.78,11.61
17071,25.16,17.78,11.61
17072,25.16,17.78,11.61
17073,25.16,17.78,11.61
17074,25.16,17.78,11.61
17075,25.16,17.78,11.61
17076,25.16,17.78,11.61
17077,25.16,17.78,11.61
17078,25.16,17.78,11.61
17079,25.16,17.78,11.61
17080,25.16,17.78,11.61
17081,25.16,17.78,11.61
17082,25.16,17.78,11.61
17083,25.16,17.78,11.61
17084,25.16,17.78,11.61
17085,25.16,17.78,11.61
17086,25.16,17.78,11.61
17087,25.16,17.78,9.67
17088,25.16,17.78,9.67
17089,25.16,17.78,9.67
17090,25.16,17.78,9.67
17091,25.16,17.78,9.67
17092,25.16,17.78,9.67
17093,25.16,17.78,9.67
17094,25.16,17.78,10.29
17095,25.16,17.78,10.29
17096,25.16,17.78,10.29
17097,25.16,17.78,10.29
17098,25.16,17.78,10.27
17099,25.16,17.78,10.27
17100,25.16,17.78,10.27
17101,25.16,17.78,10.27
17102,25.16,17.78,9.62
17103,25.16,17.78,9.62
17104,25.16,17.78,9.62
17105,25.16,17.78,9.62
17106,25.16,17.78,9.62
17107,25.16,17.78,9.62
17108,25.16,17.78,9.62
17109,25.16,17.78,9.62
17110,25.16,17.78,9.62
17111,25.16,17.78,9.62
17112,25.16,17.78,9.62
17113,25.16,17.78,9.62
17114,25.16,17.78,9.62
17115,25.16,17.78,9.62
17116,25.16,17.78,9.62
17117,25.16,17.78,9.62
17118,25.16,17.78,9.62
17119,25.16,17.78,9.62
17120,25.16,17.78,9.62
17121,25.16,17.78,9.62
17122,25.16,17.78,9.62
17123,25.16,17.78,9.62
17124,25.16,17.78,9.62
17125,25.16,17.78,9.62
17126,25.16,17.78,9.62
17127,25.16,17.78,9.62
17128,25.16,17.78,9.62
17129,25.16,17.78,9.62
17130,25.16,17.78,9.62
17131,25.16,17.78,9.62
17132,25.16,17.78,9.62
17133,25.16,17.78,9.62
17134,25.16,17.78,9.62
17135,25.16,17.78,9.62
17136,25.16,17.78,9.62
17137,25.16,17.78,9.62
17138,25.16,17.78,9.62
17139,25.16,17.78,9.62
17140,25.16,17.78,9.62
17141,25.16,17.78,9.62
17142,25.16,17.78,9.62
17143,25.16,17.78,9.62
17144,25.16,17.78,9.62
17145,25.16,17.78,9.62
17146,25.16,17.78,9.62
17147,25.16,17.78,9.62
17148,25.16,17.78,9.62
17149,25.16,17.78,9.62
17150,25.16,17.78,9.62
17151,25.16,17.78,9.62
17152,25.16,17.78,9.62
17153,25.16,17.78,9.62
17154,25.16,17.78,9.62
17155,25.16,17.78,9.62
17156,25.16,17.78,9.62
17157,25.16,17.78,9.62
17158,25.16,17.78,9.62
17159,25.16,17.78,9.62
17160,25.16,17.78,9.62
17161,25.16,17.78,9.62
17162,25.16,17.78,9.62
17163,25.16,17.78,9.62
17164,25.16,17.78,9.62
17165,25.16,17.78,9.62
17166,25.16,17.78,9.62
17167,25.16,17.78,9.62
17168,25.16,17.78,9.62
17169,25.16,17.78,9.62
17170,25.16,17.78,9.62
17171,25.16,17.78,9.62
17172,25.16,17.78,9.62
17173,25.16,17.78,9.62
17174,25.16,17.78,9.62
17175,25.16,17.78,9.62
17176,25.16,17.78,9.62
17177,25.16,17.78,9.62
17178,25.16,17.78,9.62
17179,25.16,17.78,9.62
17180,25.16,17.78,9.62
17181,25.16,17.78,9.62
17182,25.16,17.78,9.62
17183,25.16,17.78,9.62
17184,25.16,17.78,9.62
17185,25.16,17.78,9.62
17186,25.16,17.78,9.62
17187,25.16,17.78,9.62
17188,25.16,17.78,9.62
17189,25.16,17.78,9.62
17190,25.16,17.78,9.62
17191,25.16,17.78,9.62
17192,25.16,17.78,9.62
17193,25.16,17.78,9.62
17194,25.16,17.78,9.62
17195,25.16,17.78,9.62
17196,25.16,17.78,9.62
17197,25.16,17.78,9.62
17198,25.16,17.78,9.62
17199,25.16,17.78,9.62
17200,25.16,17.78,9.62
17201,25.16,17.78,9.62
17202,25.16,17.78,9.62
17203,25.16,17.78,9.62
17204,25.16,17.78,9.62
17205,25.16,17.78,9.62
17206,25.16,17.78,9.62
17207,25.16,17.78,9.62
17208,25.16,17.78,9.62
17209,25.16,17.78,9.62
17210,25.16,17.78,9.62
17211,25.16,17.78,9.62
17212,25.16,17.78,9.62
17213,25.16,17.78,12.83
17214,25.16,17.78,12.83
17215,25.16,17.78,12.83
17216,25.16,17.78,12.83
17217,25.16,17.78,12.83
17218,25.16,17.78,12.83
17219,25.16,17.78,12.83
17220,25.16,17.78,12.83
17221,25.16,17.78,12.83
17222,25.16,17.78,12.83
17223,25.16,17.78,12.83
17224,25.16,17.78,12.83
17225,25.16,17.78,12.83
17226,25.16,17.78,12.83
17227,25.16,17.78,12.83
17228,25.16,17.78,12.83
17229,25.16,17.78,12.83
17230,25.16,17.78,12.83
17231,25.16,17.78,12.83
17232,25.16,17.78,12.83
17233,25.16,17.78,12.83
17234,25.16,17.78,12.83
17235,25.16,17.78,12.83
17236,25.16,17.78,14.88
17237,25.16,17.78,14.88
17238,25.16,17.78,14.88
17239,25.16,17.78,15.16
17240,25.16,17.78,15.16
17241,25.16,17.78,15.16
